01_prenom;02_genre;03_langage;04_fréquence;05_signification
kenelm;m;english;0;"Du Vieux nom anglais Cenhelm, qui a été composé des éléments cene ""le gras, aigu"" et le gouvernail ""le casque""."
ken'ichi;m;japanese;0;"Du Vieux nom anglais Cenhelm, qui a été composé des éléments cene ""le gras, aigu"" et le gouvernail ""le casque""."
kenina;f;scottish;0;
kenith;m;english;0;Variante du KENNETH.
kenji;m;japanese;0;Prénom traditionnellement donné au deuxième garçon au Japon.
kenna;f;scottish;0;
kennard;m;english;0;D'un nom de famille qui a été tiré du Vieil anglais des noms donnés CYNEWEARD ou CYNEHEARD.
kennedy;f,m;english, irish, scottish;1.75;
kennet;m;scandinavian;0;Forme scandinave de KENNETH.
kenneth;m;scottish, english;0.03;Très beau (irlandais).
kennith;m;english;0;Variante du KENNETH.
kenny;m;scottish, english;0.03;Très beau (irlandais).
kenrick;m;english;0;Variante de Kendrick.
kenshin;m;japanese;0;"De japonais (horizon) ""modeste"" et (tibia) ""vérité""."
kent;m;english;0.64;"D'un nom de famille qui a été à l'origine tiré de Kent, le nom d'un comté en Angleterre, qui peut être tirée d'un mot Brythonic signifiant ""le quartier côtier""."
kenta;m;japanese;0;"De japonais (horizon) ""sain, fort"" et (ta) ""épais, grand""."
kentigern;m;scottish;0;Peut-être signifie «chef seigneur» en gaélique.
kenton;m;english;0;"D'un nom de famille qui a été tiré d'un nom d'endroit(de place) anglais signifiant ""la ville sur la Rivière(le Fleuve) Kenn"" ou ""la ville royale"" en Vieil anglais."
kenya;m,f;russian;0.89;Diminutif d'INNOKENTIY.
kenyon;m;english;0.06;D'un nom de famille qui a été tiré d'un nom d'endroit(de place) anglais, de signification incertaine.
keoni;m;hawaiian;0;Forme hawaïenne de JOHN.
keren;f;english;0.29;
kerena;f;english;0;
keren-happuch;f;biblical;0;
kerensa;f;english;0;
kerenza;f;english;0;
keri;f;english;0;
kermit;m;english;0;"D'un nom de famille Manx, une variante du nom de famille irlandais MacDermott signification ""fils de DIARMAID""."
kerneels;m;dutch;0;Variante (sud-africaine) hollandaise de CORNELIUS.
kerr;m;scottish, english;0.22;"D'un nom de famille écossais qui a été tiré d'un nom d'endroit(de place) signifiant ""la raison(terre) à la dure humide"" en Vieux norrois."
kerri;f;english;0;
kerrie;f,m;english;0;
kerry;m,f;english;0;Celle qui a des cheveux fonçés (irlandais).
kerstin;f;german, swedish;0;"Forme scandinave de Christine. Vient du latin ""christianus"", signifie : ""disciple du christ"" Se fête le 24 juillet."
kerttu;f;finnish;0;
keshaun;m;english (modern);0;La combinaison du nom populaire préfixe Ke et SHAUN.
keshawn;m;english (modern);0;La combinaison du nom populaire préfixe Ke et SHAWN.
keshet;m,f;jewish;0;
keshia;f;english;0;
kester;m;scottish;0;Forme écossaise de Christopher.
kestrel;f;english;0;
kettil;m;swedish;0;"Du Vieux norrois nomment Ketill la signification ""la bouilloire, le chaudron"" (plus tard aussi l'acquisition de la signification ""le casque"")."
keturah;f;biblical, english;0;
kevan;m;irish;0;Variante du KEVIN.
kevin;m;english, irish;0.06;Beau garçon (irlandais).
kevork;m;armenian;0;Ouest de transcription arménienne de Gevorg.
keysha;f;english (modern);0;
kezia;f;english;0;
keziah;f;biblical, english;0;
kgosi;m;african;0;"signifie ""roi, chef"" en Tswana."
khadiga;f;arabic;0;
khadija;f;arabic;2.10;Khadija est un prénom d’origine arabe. 
khajag;m;armenian;0;Variante du transcription KHAZHAK.
khaleel;m;indian;0;La transcription Variante du KHALIL.
khalid;m;arabic;0.06;Éternel (arabe).
khalida;f;arabic;0;éternelle.
khalifa;m;arabic;0;"signifie ""successeur, calife"" en arabe."
khalil;m;arabic;0.03;Ami fidèle (arabe).
khalilah;f;arabic;0;
khaliq;m;arabic;0;"Signifie ""le créateur"" en l'arabe."
khamisi;m;african;0;"signifie ""né jeudi"" en swahili."
khara;f;;0;
khatijah;f;arabic;0;
khayrat;m;arabic;0;
khayri;m;arabic;0;"signifie ""caritatifs""(""charitables"") en arabe."
khayriyya;f;arabic;0;
khayyam;m;arabic;0.03;"signifie ""fabricant de tente"" en arabe."
khloe;f;english;0;
khordad;m;;0;
khorshed;m,f;arabic;0;
khurshid;m,f;arabic;0;
khwaja;m;arabic;0;"D'un titre signifiant ""maître, propriétaire"" en persan."
kian;m;english, irish;0;Variante du CIAN.
kiana;f;hawaiian;0;
kiara;f;;0;Brune (irlandais).
kiaran;m;;0;Forme Anglicisée de CIAR…N.
kiarra;f;;0;
kibwe;m;african;0;"signifie ""bénis"" en swahili."
kichiro;m;japanese;0;Variante du transcription KICHIROU.
kiefer;m;english;0.32;"D'un nom de famille allemand signifiant ""pin"" ou ""fabricant de baril""."
kielo;f;finnish;0;
kiera;f;irish;0;
kieran;m;irish;0;Brun (irlandais).
kieron;m;;0;Forme Anglicisée de CIAR…N.
kierra;f;;0;
kiersten;f;danish, english;0;
kiku;f;japanese;0;
kiley;f;english;0;
kilian;m;irish;0.13;Contestation ou église (irlandais).
kilie;f;english;0;
killian;m;irish;0.06;Contestation ou église (irlandais).
kim;f;english, scandinavian, vietnamese;0;Plaine royale (afrikaans). De l'or (vietnamien).
kimball;m;english;0;D'un nom de famille qui a été tiré du gallois le nom donné CYNBEL ou du Vieil anglais le nom donné CYNEBALD.
kimberlee;f;english (modern);0;
kimberleigh;f;english (modern);0;
kimberley;f,m;english;0.45;Plaine royale (afrikaans).
kimberly;f;english;0;Plaine royale (afrikaans).
kimiko;f;japanese;0;Japon : enfant sans égale.
kimmy;f;english;0;
kimo;m;hawaiian;0;Forme hawaïenne de JAMES.
kin;f;japanese;0;Japon : or.
kinborough;f;medieval english;0;
king;m;english;8.92;D'un surnom qui provient du roi de mot anglais, en fin de compte du Vieil anglais cyning.
kinga;f;polish, hungarian;0;
kinge;f;german;0;
kingsley;m,f;english;0;
kip;m;english;0;"D'un surnom, probablement du hareng fumé de mot anglais signifiant ""saumon masculin""."
kipling;m;english;0.64;
kira;f;russian;0;Soleil (perse).
kirabo;m,f;african;0;
kiran;m;indian;0;
kirby;m;english;0.10;"D'un nom de famille anglais qui était à l'origine d'un nom d'endroit(de place) signifiant ""le règlement(l'implantation) d'église"" en Vieux norrois."
kiri;f;indian;0.32;
kiril;m;bulgarian, russian;0;Forme bulgare et macédonienne de CYRIL.
kirill;m;russian;0;Forme russe de Cyril.
kirk;m;english;0.13;Celui qui passe du temps à l'église (norvégien).
kirsa;f;;0;
kirsi;f;finnish;0;
kirsteen;f;scottish;0;
kirsten;f;scandinavian;0;"Forme néérlandaise de Christine. Vient du latin ""christianus"" Signifie : ""disciple du christ"" Se fête le 24 juillet."
kirstie;f;scottish;0;
kirstin;f;scottish;0;
kirsty;f;scottish;0;
kisecawchuck;m;native american;0;"Signifie ""daystar"" en Cree. Ceci était le nom d'un chef Cree 19ème-siècle."
kisha;f;english;0;
kishan;m;indian;0;Forme moderne de KRISHNA.
kishen;m;indian;0;Forme moderne de KRISHNA.
kishore;m;indian;0;Variante du transcription Kishor.
kishori;f;indian;0;
kistna;m;indian;0;Variante de Krishna.
kit;m,f;english;0.19;
kitty;f;english;0;
kiyoko;f;japanese;0;
kiyoshi;m;japanese;0;Japon : brillant (fille)
kizzie;f;english;0;
kizzy;f;english;0;
kjeld;m;danish;0;Forme danoise de KETTIL.
kjell;m;swedish, norwegian;0;Variante du Kettil.
kjellfrid;f;norwegian;0;
kjerstin;f;swedish, norwegian;0;
kjetil;m;norwegian;0;Forme norvégienne de KETTIL.
klaas;m;german, dutch;0;Forme courte allemande et hollandaise basse de NICHOLAS.
klaes;m;frisian;0;Forme courte frisonne de NICHOLAS.
klara;f;scandinavian, russian, ukrainian, czech, polish, slovene;0;"Vient du latin ""clara "" Signifie ""claire"" Se fête le 11 août."
klaudia;f;polish;0;"Prénom dérivé de Claude. Vient du latin ""claudius"", signifie : ""boiteux"" Se fête le 6 juin. "
klaus;m;german;0.38;Victoire du peuple (grec).
klava;f;russian;0;
klavdija;f;slovene;0;
klavdiya;f;russian;0;
kleitos;m;ancient greek;0;"signifie ""splendide, célèbre"" en grec."
klemen;m;slovene;0;Forme slovène de Clemens (voir CLEMENT).
klemens;m;german, danish, swedish, polish;0.06;L'allemand, le danois, la forme suédoise et polonaise de Clemens (voir CLÉMENT).
klementyna;f;polish;0;
kliment;m;russian, czech;0;Russe, bulgare et le macédonien sous forme de Clemens (voir CLEMENT).
klio;f;greek mythology;0.06;
klotild;f;hungarian;0;
knud;m;danish;0.06;Variante de Knut. Nom d'un Roi du Dannemark tué par Guillaume le Conquérant en 1086 (scandinave).
knut;m;scandinavian;0;"Tiré de Vieux norrois kn ú Tr signification ""de nœud""."
knute;m;norwegian;0;Variante norvégienne de KNUT.
kobe;m;african;0.06;Du nom de la ville au Japon.
kobina;m;african;0;Variante du Kwabena.
kodey;m;english;0;Variante du CODY.
kody;m;english;0;Variante du CODY.
koen;m;dutch;0.03;Version courte de Koenraad.
koenraad;m;dutch;0;Forme hollandaise de CONRAD.
kofi;m;african;0;"signifie ""né vendredi"" en Akan."
kohaku;f;japanese;0;
kohar;f;armenian;0;
kohinoor;f;;0;
kojo;m;african;0;Variante du Kwadwo.
kolab;f;khmer;0;
kolby;m;english;0;Variante du COLBY.
kole;m;english;0;Variante du COLE.
kolleen;f;english (modern);0;
kolman;m;czech;0;Variante du KOLOMAN.
kolour;f;english;0;
kolya;m;russian;0;Diminutif de NIKOLAI.
kondrat;m;polish;0.03;Forme polonaise archaïque de CONRAD.
konnor;m;english;0;Variante du CONOR.
konrad;m;german, scandinavian, polish;0.29;Conseiller courageux (germanique).
konstantin;m;german, hungarian, russian, serbian, bulgarian;0;Constant (latin). Prénom breton.
konstantinos;m;greek;0;La forme grecque de Constantinus (voir CONSTANTINE).
konstantyn;m;polish;0;Forme polonaise de CONSTANTINE.
koos;m;dutch;0;Diminutif de JACOB.
koppel;m;jewish;0;Diminutif de JACOB yiddish.
kora;f;english;0;
korbin;m;english;0;Variante du CORBIN.
korbinian;m;german;0;"Tiré de latin corvus signification ""de corbeau""."
korey;m;english;0;Variante de Corey.
korina;f;english;0;
korinna;f;english, german;0;
kornel;m;polish, czech;0;Forme hongroise de CORNELIUS.
kornelia;f;polish;0;
korrine;f;english;0;
kort;m;dutch;0;
kortney;f,m;english (modern);0;
kory;m;english;0;Variante de Corey.
kostandin;m;albanian;0;Forme albanaise de CONSTANTINE.
kostya;m;russian;0;Russie diminutif de KONSTANTIN.
kourtney;f,m;english;0;
kreindel;f;jewish;0;
kresten;m;danish;0;Variante danoise de CHRÉTIEN.
kreszentia;f;german;0;
kreszenz;f;german;0;
kriemhild;f;german;0;
kriemhilde;f;german;0;
krikor;m;armenian;0;Variante de la transcription de Grigor.
krimhilde;f;german;0;
kris;f,m;;0.29;"Diminutif de Christian. Vient du latin ""christianus"", signifie : ""disciple du christ"" Se fête le 12 novembre."
krishna;m;indian, hindu mythology;0.25;charmant.
krista;f;german, english;0;
kristal;f;english (modern);0;
kristaps;m;latvian;0;Forme lettonne de CHRISTOPHER.
kristeen;f;english;0;
kristel;f;english (modern);0;Messie (grec).
kristen;m,f;danish, german;0;Messie (grec).
krister;m;swedish;0;Variante suédoise de CHRISTER.
kristi;f;english;0;
kristia;f;english;0;
kristian;m,f;scandinavian, finnish;0;Forme scandinaves et finlandais de CHRISTIAN.
kristie;f;english;0;
kristiina;f;finnish;0;
kristin;f;scandinavian, german;0;
kristina;f;swedish, czech, russian, german;0;Messie (grec).
kristine;f;danish, norwegian;0;"Vient du latin ""christianus"" Signifie : ""disciple du christ"" Se fête le 24 juillet."
kristjan;m;estonian;0;Forme islandaise de CHRÉTIEN.
kristjana;f;icelandic;0;
kristoffer;m;scandinavian;0;Forme scandinave de CHRISTOPHER.
kristopher;m;english;0;Variante du CHRISTOPHER.
kristy;f;english;0;
kristyna;f;czech;0;
krisztina;f;hungarian;0;
krysia;f;polish;0;
krystal;f;english (modern);0;Nom d'une pierre précieuse. Se fête le 31 mai. 
krystina;f;english (modern);0;"Prénom dérivé de Christine. Vient du latin ""christianus"" Signifie : ""disciple du christ"" Se fête le 24 juillet."
krystine;f;english (modern);0;
krystle;f;english (modern);0;
krystof;m;czech;0;Forme tchèque de CHRISTOPHER.
krystyn;m;polish;0;Forme polonaise de la société CHRISTIAN.
krystyna;f;polish;0;
krzys;m;polish;0;
krzysztof;m;polish;0;Forme polonaise de Christophe.
ksawery;m;polish;0;Forme polonaise de XAVIER.
ksenia;f;polish;0;
ksenija;f;slovene;0;
kseniya;f;russian;0;
kshitij;f;indian;0;"signifie ""né de la terre"" ou ""horizon"" en Sanscrit."
kuba;m;polish;0;Polonais diminutif de JAKUB.
kudret;m;turkish;0;"signifie ""le pouvoir(la puissance), pourraient"" en turc, en fin de compte de persan."
kukka;f;finnish;0;
kumar;m;indian;0;Transcription moderne de KUMARA.
kumari;f;indian;0;
kumiko;f;japanese;0.45;
kun;m;chinese;0.10;Chine : Univers, chaîne montagneuse.
kunal;m;indian;0;Transcription moderne de KUNALA.
kunegunda;f;polish;0;
kunibert;m;german;0;"signifie ""endurent et brillant"" des éléments Germaniques kuni ""le clan, la famille"" et beraht ""brillant""."
kunigonde;f;dutch;0;
kunigunde;f;german;0;
kuno;m;german;0.03;"Tiré de kuni Germanique signification ""clan, famille""."
kunthea;f;khmer;0;
kunto;f;african;0;
kuro;m;japanese;0.10;Variante du transcription KUROU.
kurt;m;german;0.54;Enclos (latin).
kurtis;m;english;0;Variante du CURTIS.
kustaa;m;finnish;0;Forme finlandaise de GUSTAV.
kuzma;m;russian;0;Forme russe de Cosmas.
kwabena;m;african;0;"signifie ""né mardi"" en Akan."
kwadwo;m;african;0;"signifie ""né lundi"" en Akan."
kwaku;m;african;0;"signifie ""né mercredi"" en Akan."
kwame;m;african;0;"signifie ""né samedi"" en Akan."
kwasi;m;african;0;"signifie ""né dimanche"" en Akan."
kweku;m;african;0;Variante du Kwaku.
kwesi;m;african;0;Variante du KWASI.
kyla;f;english;0;
kyle;m,f;english;0.03;Prairie (irlandais).
kylee;f;english;0;
kyleigh;f;english (modern);0;
kyler;m,f;english;0;Probablement une variante de KYLE, il a été mélangé avec Tyler.
kylie;f;english;0;
kyllikki;f;finnish;0;
kym;f;english;0;
kynaston;m;english;0;
kyra;f;english;0;"Forme anglo-saxonne de Cyriaque. Vient du grec ""kurios"", signifie : ""seigneur, maître"" Se fête le 8 août."
kyran;m;irish, english;0;Variante de Kieran.
kyriake;f;greek;0;
kyriaki;f;greek;0;
kyriakos;m;greek, ancient greek;0;Forme grecque de CYRIACUS.
kyros;m;ancient greek;0;Forme grecque de CYRUS.
kyung-soon;f;korean;0;
laban;m;biblical;0.03;"Tiré d'hébreu (lavan) signification ""de blanc""."
labhrainn;m;scottish;0;Forme écossaise de Laurence.
lacey;f,m;english;0;
lachie;m;scottish;0;Diminutif de LACHLAN.
lachina;f;scottish;0;
lachlan;m;scottish;0;A l'origine un surnom écossais pour une personne qui était en provenance de Norvège.
lachtna;m;irish;0;"signifie ""colorés de lait"" en Gaélique irlandais."
lacy;f,m;english;0;
ladislao;m;italian;0;Forme italienne de VLADISLAV.
ladislas;m;history;0.06;Gouverneur puissant et renommé (slave).
ladislaus;m;history;0;Forme Latinisée de VLADISLAV.
ladislav;m;czech, slovak;0;Tchèque, Slovaque, forme slovène et croate de VLADISLAV.
ladonna;f;english;0;
laelia;f;ancient roman;0;"Prénom dérivé de Clélia. Vient du latin ""clavis"" Signifie : ""clé, fermeture"" Se fête le 13 juillet."
laetitia;f;late roman, english;0.92;Allégresse (latin).
lagina;f;english;0;
lahja;f;finnish;0;
laia;f;catalan;0;
laila;f;arabic, english;0;Née pendant la nuit (arabe).
laima;f;lithuanian;0;
laird;m;;0.16;"D'un nom de famille écossais signifiant ""propriétaire terrien""."
lajos;m;hungarian;0;Forme hongroise de LOUIS.
lake;m;english;0.61;Du lac de mot anglais, pour le plan d'eau intérieur.
lakeisha;f;english;0;
lakeshia;f;english;0;
lakisha;f;english;0;
lakshman;m;indian;0;Transcription moderne de LAKSHMANA.
lakshmi;f;indian, hindu mythology;0;
lal;m;indian;0;"signifie ""pour jouer, pour caresser"" en Sanscrit."
lala;f;bulgarian;0.25;"Prénom d'origine arabe. Signifie: ""le plus grand"""
lalage;f;english;0;
lalawethika;m;native american;0;"signifie ""il fait le bruit"" en Shawnee."
laleh;f;iranian;0;
lalit;f;indian;0;Transcription moderne de LALITA.
lalita;f;indian;0;
lalla;f;english;30.01;dame.
lallie;f;english;0;
lally;f;english;0.10;"Diminutif de Lalage. Vient du grec ""lalagein"" Signifie: ""habiller"" Fête indéterminée."
lalo;m;english;0.73;Diminutif d'EDUARDO.
lambert;m;english, french, german, dutch;40.68;Pays, brillant (germanique).
lamech;m;biblical;0.03;Peut-être signifie «faire peu» en hébreu.
lamis;f;arabic;0;"Prénom d'origine arabe. Signifie: ""délicate, tendre """
lammert;m;dutch, german;0;Forme allemande hollandaise et Basse de LAMBERT.
lamont;m;;0.06;"D'un nom de famille écossais qui a été tiré du Vieux norrois le nom donné Logma ð r la signification ""l'homme légal""."
lamprecht;m;german;0.10;Forme allemande de LAMBERT.
lamya;f;arabic;0;
lan;f;chinese;0.41;Chine : Orchidée.
lana;f;english, russian;0.10;Éclat du soleil (grec).
lance;m;english;22.71;Assistant (français).
lancelot;m;english, welsh mythology;0.67;Assistant (vieux français).
landon;m;english;0.45;"D'un nom de famille qui a été tiré d'un Vieux nom d'endroit(de place) anglais signifiant ""la longue colline"" (efficacement(effectivement) la signification ""de l'arête"")."
lane;m;english;0.64;"D'un nom de famille signifiant ""la ruelle(voie), le chemin"" qui a à l'origine appartenu à une personne qui a vécu près d'une ruelle(voie)."
lanford;m;english;0;"D'un nom de famille qui a été tiré d'un nom d'endroit(de place) signifiant ""passent longtemps à gué"" en Vieil anglais."
lani;f;hawaiian;0;
lanny;m;english;0;Diminutif de LANCE, LANDON et d'autres noms commençant par Lan.
lanty;m;;0;Diminutif de LEACHLAINN.
lanzo;m;german;0.03;Forme allemande de LANCE.
laocadia;f;portuguese;0;
laoise;f;irish;0;
lara;f;russian;1.47;Mouette (grec).
laraine;f;english;0;
lareyna;f;english;0;
lari;f;;0;Diminutif finlandais de LAURENCE ou HILARIUS.
larisa;f;russian;0.06;
larissa;f;russian;0.03;Mouette (grec).
lark;f;english;0.03;
larkin;m;english;0;Diminutif médiéval de LAURENCE.
larrie;m;english;0;Diminutif de LAURENCE.
larry;m;english;0;Couronné de Lauriers (latin).
lars;m;scandinavian;0;Couronné de Lauriers (latin).
laryn;f;english (modern);0;
lashawn;f,m;english (modern);0;
lashonda;f;english (modern);0;
lasse;m;finnish;8.95;Forme scandinaves et finlandais de LAURENCE.
lassi;m;finnish;0;Forme finlandaise de LAURENCE.
lata;f;indian;0.03;
latanya;f;english (modern);0;
latasha;f;english (modern);0;
lateefah;f;arabic;0;
latif;m;arabic;0;"signifie ""doux, gentil"" en arabe."
latifa;f;arabic;0;Bienveillante, aimable.
latifah;f;arabic;0;
latisha;f;english;0;
latonya;f;english (modern);0;
latoya;f;english (modern);0;
launce;m;english;0;Forme abrégée de Lancelot, une variante de LANCELOT.
